"PERMIT_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"PW2016-0194","2018-01-31 00:00:00","PUBLIC WORKS NOTES","TODD RIDDIOUGH","(1/31/2018 9:01:28 AM TR) Action Created(1/31/2018 9:01 AM TR) Transferred permit to be completed prior to finaling BP2017-0776 thru -0779.","","TR:1801310901281544","2018-01-31 00:00:00","0","000000005D6748F0","1567049964","","0"
"SW2017-0007","2018-02-07 00:00:00","PUBLIC WORKS NOTES","TODD RIDDIOUGH","(2/7/2018 11:08:58 AM TR) Action Created(2/7/2018 11:08 AM TR) Email requesting project status sent to Sean F. today.  SWPPP completion date has passed and building permit has not been issued.","","TR:1802071108588349","2018-02-07 00:00:00","0","000000005DC48C54","1573162054","","0"
"SW2017-0006","2018-05-04 00:00:00","PUBLIC WORKS NOTES","NICHOLAS S BURTON","(3/13/2018 9:24:38 AM TR) Action Created(3/13/2018 9:24 AM TR) Requested project update from architect as the SWPPP end date has passed.","","TR:1803130924387711","","0","0000000061D5CC78","1600321010","","0"
"BP2021-0252","2021-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2021 12:47:25 PM VA) Action Created(6/1/2021 12:47 PM VA) RECEIPT 91180 PAID BY IB 2021-10-59(10/4/2021 1:55 PM OG)RECEIPT 91913 PAID BY IB 2022-04-14","","VA:2106011247253852","","0","000000009E7880F9","2546896317","","0"
"BP2021-0539","2021-10-18 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(10/18/2021 11:17:23 AM VA) Action Created(10/18/2021 11:17 AM VA) On 9/16/21 a customer paid for BP2021-0539 via e-TRAKiT.  Receipt #E4899 in the amount of $233.20.Since the transaction occurred late at night, Pacific Time, it did not settle due to the time difference of Converge which is in East Coast Time.  Seeing that the transaction did not settle, a fiscal employee determined that the transaction had been declined and requested a permit technician to unpay the transaction in TRAKiT, therefore eliminating the sales record history.In order to make sure that the customer received the services they paid for, in corroboration with fiscal management, the transaction was placed back into TRAKiT so that the permit can be issued and the credit card information can be recorded to the GL.  Unfortunately, due to the differing accounting periods, there will be a variance of $233.20 between the GL and the bank for credit card transactions in September that washes out in October.","","VA:2110181117228402","","0","000000009F2E7E0E","2670624268","","0"
"BP2021-0377","2021-10-20 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(10/20/2021 10:58:21 AM VA) Action Created(10/20/2021 10:58 AM VA) RECEIPT #91982 FOR REFUND WAS PAID OUT FROM <Quote>WRONG ACCOUNT<Quote>  pLEASE DISREGARD THIS REFUND!!","","VA:2110201058200175","","0","000000009F4ED16F","2672742765","","0"
"BP2021-0591","2021-11-08 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(11/8/2021 9:50:07 AM VA) Action Created(11/8/2021 9:50 AM VA) ONLINE PAYMENT ON 11/3/21 DID NOT SYNC WITH TRAKIT. AFTER CONFIRMATION PAYMENT WAS MANUALLY APPLIED ON 11/8/21.","","VA:2111080950070776","2021-11-08 00:00:00","0","00000000A014FC7F","2685729917","","0"
"PW2022-0092","2022-05-13 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(5/16/2022 1:17:24 PM VA) Action Created(5/16/2022 1:17 PM VA) STAFF MADE 2 PAYMENTS FOR CUSTOMER USING 2 DIFFERENT CREDIT CARDS.  DIFFERENT STAFF APPLIED THE PAYMENT IN TRAKIT.  HOWEVER, PAYMENT WAS $10 SHORT.  FISCAL STAFF HAD TO CREATE A PARTIAL UNPAY AND PARTIAL PAY OF TECH FEE IN ORDER TO CORRECT THE ERROR IN THE DEPOSIT.  FISCAL STAFF EMAILED THE 2 EMPLOYEES INFORMING THEM THAT THEY NEED TO COLLECT THE REMAINING PAYMENT.","","VA:2205160117240054","2022-05-16 00:00:00","0","00000000AA43565F","2856539741","","0"
"FE2022-0213","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 9:59:30 AM VA) Action Created(6/1/2022 9:59 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206010959301200","2022-06-01 00:00:00","0","00000000AB0A1DF9","2869566967","","0"
"FE2022-0212","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 9:59:43 AM VA) Action Created(6/1/2022 9:59 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206010959431203","2022-06-01 00:00:00","0","00000000AB0A3654","2869573200","","0"
"FE2022-0211","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 9:59:53 AM VA) Action Created(6/1/2022 9:59 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206010959531206","2022-06-01 00:00:00","0","00000000AB0A366D","2869573225","","0"
"FE2022-0210","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:04 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000041209","2022-06-01 00:00:00","0","00000000AB0A3688","2869573254","","0"
"FE2022-0209","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:15 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000141212","2022-06-01 00:00:00","0","00000000AB0A36A7","2869573285","","0"
"FE2022-0208","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:24 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000241216","2022-06-01 00:00:00","0","00000000AB0A36C3","2869573313","","0"
"FE2022-0207","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:33 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000331219","2022-06-01 00:00:00","0","00000000AB0A36DA","2869573336","","0"
"FE2022-0206","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:42 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000411222","2022-06-01 00:00:00","0","00000000AB0A36F3","2869573361","","0"
"FE2022-0205","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:00:50 AM VA) Action Created(6/1/2022 10:00 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011000501225","2022-06-01 00:00:00","0","00000000AB0A370F","2869573389","","0"
"FE2022-0204","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:01:05 AM VA) Action Created(6/1/2022 10:01 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011001051228","2022-06-01 00:00:00","0","00000000AB0A3734","2869573426","","0"
"FE2022-0203","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:01:22 AM VA) Action Created(6/1/2022 10:01 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011001211231","2022-06-01 00:00:00","0","00000000AB0A375D","2869573465","","0"
"FE2022-0202","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:01:30 AM VA) Action Created(6/1/2022 10:01 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011001301234","2022-06-01 00:00:00","0","00000000AB0A3774","2869573490","","0"
"FE2022-0201","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:01:40 AM VA) Action Created(6/1/2022 10:01 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011001391237","2022-06-01 00:00:00","0","00000000AB0A378F","2869573517","","0"
"FE2022-0200","2022-06-01 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(6/1/2022 10:01:48 AM VA) Action Created(6/1/2022 10:01 AM VA) TYPO ON RECEIPT.  CK # 303797","","VA:2206011001481240","2022-06-01 00:00:00","0","00000000AB0A37A0","2869573532","","0"
"BP2022-0867","2022-09-15 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(9/15/2022 11:55:00 AM VA) Action Created(9/15/2022 11:55 AM VA) ONE OF THE FEES WAS UNDERPAID BY 3 CENTS. UNPAID FEE AND ADJ AND PAID TO MATCH CREDIT CARD PAYMENT.","","VA:2209151155003886","","0","00000000B04C7955","2957801811","","0"
"FE2022-0462","2022-09-20 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(10/11/2022 2:22:28 PM VA) Action Created(10/11/2022 2:22 PM VA) WEST SAC REPORT AND BACKUP COMPLETED AND MATCHED HOWEVER THE VALUE IN TRAKIT WAS SHORT BY 0.01 CENT. DOUBLE CHECKED ALL OF THE DOCUMENTS AND MATH AND DISCOVERED THAT THIS PERMIT WAS ROUNDED IN THE WEST SAC DOCUMENTS.  A 0.01 CENT HAD TO BE ADDED TO GET THE TRANSACTIONS TO MATCH THE CHECK PAYMENT.","","VA:2210110222286132","","0","00000000B1AD9469","2980942951","","0"
"BP2022-0964","2022-10-12 00:00:00","FISCAL COMMENTS","VALERIE ARCHER","(10/18/2022 1:32:59 PM VA) Action Created(10/18/2022 1:32 PM VA) IB TO NAT RESOURCES JE # 2022-04-224 FULL AMOUNT OF $1,431.10","","VA:2210180132592628","2022-10-18 00:00:00","0","00000000B24EEC88","2991516806","","0"
"2060091","","",""," ","","YOLO:11020107530911763","","","00000000002713CC","","",""
"2060142","","",""," HOME SITE","","YOLO:11020107530911808","","","00000000002713FE","","",""
"2060430","","",""," ","","YOLO:11020107530912070","","","0000000000271524","","",""
"2060930","","",""," ","","YOLO:11020107530912404","","","0000000000271698","","",""
"2070824","","",""," ","","YOLO:11020107530913510","","","0000000000271B6A","","",""
"2070862","","","","WILL NOT FINAL OUT, UNTIL PC#53239 HAS BEEN ISSUED & FINALED (PER SERGIO) AY","","YOLO:11020107530913654","","","0000000000271C0A","","",""
"2070909","","","","","","YOLO:11020107530913700","","","0000000000271C3E","","",""
"2080110","","","","SFD","","YOLO:11020107530913944","","","0000000000271D4D","","",""
"2080200","","","","NEW SINGLE FAMILY HOME","","YOLO:11020107530914023","","","0000000000271DA6","","",""
"2010358","","","","BACTERIA TESTEXP BP LTR SENT 10/19/05 JK","","YOLO:1102010753091487","","","0000000000272155","","",""
"970850","","","","","","YOLO:1102010753092071","","","00000000002729E6","","",""
"970821","","","","","","YOLO:1102010753092077","","","00000000002729EC","","",""
"970806","","","","","","YOLO:1102010753092119","","","0000000000272A1C","","",""
"970851","","","","","","YOLO:1102010753092128","","","0000000000272A26","","",""
"970735","","","","","","YOLO:1102010753092140","","","0000000000272A34","","",""
"970835","","","","","","YOLO:1102010753092224","","","0000000000272A91","","",""
"970903","","","","","","YOLO:1102010753092225","","","0000000000272A92","","",""
"970904","","","","","","YOLO:1102010753092260","","","0000000000272AB9","","",""
"970909","","","","","","YOLO:1102010753092316","","","0000000000272AF7","","",""
"970813","","","","","","YOLO:1102010753092341","","","0000000000272B14","","",""
"970836","","","","","","YOLO:1102010753092427","","","0000000000272B73","","",""
"970847","","","","","","YOLO:1102010753092454","","","0000000000272B91","","",""
"970848","","","","","","YOLO:1102010753092469","","","0000000000272BA1","","",""
"970935","","","","","","YOLO:1102010753092541","","","0000000000272BF2","","",""
"970823","","","","","","YOLO:1102010753092562","","","0000000000272C0A","","",""
"970931","","","","","","YOLO:1102010753092621","","","0000000000272C4C","","",""
"970950","","","","","","YOLO:1102010753092712","","","0000000000272CB1","","",""
"971012","","","","","","YOLO:1102010753092757","","","0000000000272CE2","","",""
"971014","","","","","","YOLO:1102010753092768","","","0000000000272CEE","","",""
"970804","","","","","","YOLO:1102010753092839","","","0000000000272D3E","","",""
"970906","","","","","","YOLO:1102010753092874","","","0000000000272D65","","",""
"970811","","","","","","YOLO:1102010753092975","","","0000000000272DD5","","",""
"970844","","","","","","YOLO:1102010753092977","","","0000000000272DD7","","",""
"970937","","","","","","YOLO:1102010753095570","","","0000000000273925","","",""
"971001","","","","","","YOLO:1102010753095588","","","0000000000273938","","",""
"961041","","","","","","YOLO:1102010753095627","","","0000000000273964","","",""
"971016","","","","","","YOLO:1102010753095680","","","000000000027399F","","",""
"970915","","","","","","YOLO:1102010753095704","","","00000000002739BA","","",""
"970831","","","","","","YOLO:1102010753095782","","","0000000000273A11","","",""
"971006","","","","","","YOLO:1102010753095783","","","0000000000273A12","","",""
"2000675","","","","","","YOLO:1102010753095888","","","0000000000273A86","","",""
"970839","","","","","","YOLO:1102010753095916","","","0000000000273AA6","","",""
"970818","","","","","","YOLO:1102010753095948","","","0000000000273AC9","","",""
"970928","","","","","","YOLO:1102010753095986","","","0000000000273AF3","","",""
"970805","","","","","","YOLO:1102010753096041","","","0000000000273B33","","",""
"970919","","","","","","YOLO:1102010753096059","","","0000000000273B46","","",""
"970817","","","","","","YOLO:1102010753096083","","","0000000000273B61","","",""
"970945","","","","","","YOLO:1102010753096096","","","0000000000273B6F","","",""
"970812","","","","","","YOLO:1102010753096098","","","0000000000273B71","","",""
"970849","","","","","","YOLO:1102010753096137","","","0000000000273B9D","","",""
"971013","","","","","","YOLO:1102010753096159","","","0000000000273BB5","","",""
"971020","","","","","","YOLO:1102010753096245","","","0000000000273C16","","",""
"970929","","","","","","YOLO:1102010753096304","","","0000000000273C58","","",""
"970810","","","","","","YOLO:1102010753096306","","","0000000000273C5A","","",""
"970933","","","","","","YOLO:1102010753096439","","","0000000000273CED","","",""
"970842","","","","","","YOLO:1102010753096453","","","0000000000273CFD","","",""
"970932","","","","","","YOLO:1102010753096783","","","0000000000273E6D","","",""
"970946","","","","","","YOLO:1102010753096791","","","0000000000273E76","","",""
"970843","","","","","","YOLO:1102010753097066","","","0000000000273FA9","","",""
"970846","","","","","","YOLO:1102010753097099","","","0000000000273FCD","","",""
"971030","","","","","","YOLO:1102010753097105","","","0000000000273FD5","","",""
"970910","","","","","","YOLO:1102010753097113","","","0000000000273FDE","","",""
"970807","","","","","","YOLO:1102010753097175","","","0000000000274023","","",""
"2020137","","","","","","YOLO:1102010753097205","","","0000000000274045","","",""
"970802","","","","","","YOLO:1102010753097257","","","000000000027407E","","",""
"970905","","","","","","YOLO:1102010753097306","","","00000000002740B5","","",""
"971026","","","","","","YOLO:1102010753097348","","","00000000002740E3","","",""
"970923","","","","","","YOLO:1102010753097369","","","00000000002740FA","","",""
"970828","","","","","","YOLO:1102010753097415","","","000000000027412F","","",""
"970917","","","","","","YOLO:1102010753097428","","","000000000027413D","","",""
"971027","","","","","","YOLO:1102010753097432","","","0000000000274142","","",""
"971015","","","","","","YOLO:1102010753097436","","","0000000000274146","","",""
"971018","","","","","","YOLO:1102010753097440","","","000000000027414B","","",""
"971009","","","","","","YOLO:1102010753097460","","","0000000000274161","","",""
"971023","","","","","","YOLO:1102010753097473","","","000000000027416F","","",""
"971021","","","","","","YOLO:1102010753097527","","","00000000002741AB","","",""
"970925","","","","","","YOLO:1102010753097548","","","00000000002741C2","","",""
"960933","","","","","","YOLO:1102010753097549","","","00000000002741C3","","",""
"971010","","","","","","YOLO:1102010753097608","","","0000000000274206","","",""
"970940","","","","","","YOLO:1102010753097609","","","0000000000274207","","",""
"970941","","","","","","YOLO:1102010753097610","","","0000000000274209","","",""
"970942","","","","","","YOLO:1102010753097611","","","000000000027420A","","",""
"971024","","","","","","YOLO:1102010753097764","","","00000000002742B3","","",""
"970734","","","","","","YOLO:1102010753097796","","","00000000002742D6","","",""
"971029","","","","","","YOLO:1102010753097800","","","00000000002742DC","","",""
"970736","","","","","","YOLO:1102010753097821","","","00000000002742F3","","",""
"970827","","","","","","YOLO:1102010753097835","","","0000000000274303","","",""
"970908","","","","","","YOLO:1102010753098009","","","00000000002743C5","","",""
"971003","","","","","","YOLO:1102010753098033","","","00000000002743E0","","",""
"970948","","","","","","YOLO:1102010753098160","","","000000000027446E","","",""
"970916","","","","","","YOLO:1102010753098193","","","0000000000274492","","",""
"970921","","","","","","YOLO:1102010753098217","","","00000000002744AD","","",""
"970924","","","","","","YOLO:1102010753098270","","","00000000002744E8","","",""
"970815","","","","","","YOLO:1102010753098279","","","00000000002744F1","","",""
"970803","","","","","","YOLO:1102010753098327","","","0000000000274528","","",""
"970816","","","","","","YOLO:1102010753098377","","","000000000027455F","","",""
"970837","","","","","","YOLO:1102010753098471","","","00000000002745C8","","",""
"971019","","","","","","YOLO:110201075309849","","","00000000002745DC","","",""
"970826","","","","","","YOLO:1102010753098504","","","00000000002745ED","","",""
"970943","","","","","","YOLO:1102010753098546","","","000000000027461C","","",""
"970830","","","","","","YOLO:1102010753098567","","","0000000000274633","","",""
"970949","","","","","","YOLO:1102010753098681","","","00000000002746B2","","",""
"970820","","","","","","YOLO:1102010753098720","","","00000000002746DE","","",""
"970845","","","","","","YOLO:1102010753098937","","","00000000002747CF","","",""
"970912","","","","","","YOLO:1102010753098956","","","00000000002747E4","","",""
