busiNumber,Status,busiType,busiSubType,busiCompanyName,OWNERSHIP_TYPE,busiTaxID,busiBillTo,busiOwnerName,busiEmployQty,busiSIC,busiWorkComp,busiWorkCompNumber,busiWorkCompISS,busiWorkCompExp,busiNotes,busiCSLBNumber,busiCSLBExp,,busiCSLBNumber,busiCSLBType,busiCSLBExp,busiChemicals,busiFireArms,busiCommercial,busiHomeOcc,busiPrinted,CLASSIFICATION,busiActive,busiLastActive,busiFeesCharged,busiFeesPaid,busiFeesDue,busiEmail,busiSiteNumber,busiSiteStreet,busiSiteUnit,busiSiteCity,busiSiteState,busiSiteZIP,busiSiteAddress,busiSiteCityStZIP,busiSiteGEOType,busiSiteAPN,busimailAddress,busiMailCity,busiMailState,busiMailZIP,busiMailEqualsLocation,BusiPhysAddress,busiPhysCity,busiPhysState,busiPhysZIP,busiTel,busiLastModified,busiCreated,LOC_RECORDID,busiTRAKiTID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13445,APEX STANDARD BUILDERS,650 Arthur St,,Davis,CA,95616,650 Arthur St,,Davis,CA,95616,5303799409,,,CONTRACTOR,,,,CORPORATION,,,,,,,,,,,Apex Standard Builders,650,1068128,B,8/31/2022,,,,,,,,,,,,,,,,eric.apexsb@gmail.com,Eric Patton,,650,Arthur St,,Davis,CA,95616,,,,,,,,,,,,,,,AG:2204121218071847,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4B43BBF,2824337696,0
13455,JC Construction,1231 Rudger Way,,SACRAMENTO,CA,95833,1231 Rudger Way,,SACRAMENTO,CA,95833,,,,CONTRACTOR,1623,,,SOLE PROPRIETORSHIP,,,,,,,,,,,JC Construction,,1076575,B,6/30/2023,,,,,,,,,,,,,,,,,Jeffer Coons,,1231,Rudger Way,,SACRAMENTO,CA,95833,,,,,,,,,,,,,,,AG:2205020923347448,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4B44321,2842711784,0
13465,FAMILY TIME POOLS INC,9880 Kent St,,Elk Grove,CA,95624,9880 Kent ST,,Elk Grove,CA,95624,9167478210,,,CONTRACTOR,,,,CORPORATION,,,,,,,,,,,Family Time Pools Inc,,1056109,C53,7/31/2023,,,,,,,,,,,,,,,,familytimepoolsinc@gmail.com,Kevin Owner,,9880,Kent ST,,Elk Grove,CA,95624,,,,,,,,,,,,,,,AG:2205100334076227,,,,POOL/SPA,298.44,228.72,69.72,,0,00000000B4B44979,2852077297,0
13467,Yolo Garage Door Inc,907 Bourn Dr #81,,Woodland,CA,95776,907 Bourn Dr #81,,Woodland,CA,95776,5302077241,,,CONTRACTOR,,,,CORPORATION,,,1088442,,,,,,,,Yolo Garage Door Inc,,1088442,C-61/D28,3/31/2024,,,,,,,,,,,,,,,,yologaragedoorinc@gmail.com,Fernando Duran Sanchez,,907,Bourn Dr #81,,Woodland,CA,95776,,,,,,,,,,,,,,,AG:2205180823171717,,,,GENERAL,298.44,228.72,69.72,,0,00000000B4B44A0C,2858531203,0
12349,BAY AREA UNDERPINNING,2333 Courage Dr. St. C,,Fairfield,CA,94534,2333 Courage Dr. St. C,,Fairfield,CA,94534,7073100602,7072432075,,CONTRACTOR,,,,CORPORATION,,,867128,,,,,,,,BAY AREA UNDERPINNING,,867128,"B, C61/D30",11/30/2023,,,,,,,,,,,,,,,,hannah@bayareaunderpinning.com,STEVE EGLOFF,,2333,Courage Dr. St. C,,Fairfield,CA,94534,,,,,,,,,,,,,,,AME:1608180338568502,,,,ENGINEERING,677.08,607.36,69.72,,0,00000000B4B0146B,1128823318,0
12394,ETIC,2285 Morello Ave,,Pleasant Hill,CA,94523,2285 Morello Ave,,Pleasant Hill,CA,94523,9256024710,,,CONTRACTOR,8711,,,CORPORATION,,,624022,,,,,,,,ETIC,,624022,"A, HAZ, C10",7/31/2019,,,,,,,,,,,,,,,,businesslicenses@eticeng.com,Christina Marting,,2285,Morello Ave,,Pleasant Hill,CA,94523,,,,,,,,,,,,,,,AME:1610120134124893,,,,CONSTRUCTION,563.6,493.88,69.72,,0,00000000B4B237AF,1176128006,0
12406,"APEX SITE SOLUTIONS, INC.",9749 KENT ST,,ELK GROVE,CA,95624,9749 KENT ST,,ELK GROVE,CA,95624,9166858619,,,CONTRACTOR,,,,CORPORATION,,,956144,,,,,,,,"APEX SITE SOLUTIONS, INC.",,956144,"B, C-10",12/31/2022,,,,,,,,,,,,,,,,ap@apexsitesolutions.com,KEN BLAKESLEE,,9749,KENT ST,,ELK GROVE,CA,95624,,,,,,,,,,,,,,,AME:1610260939206323,,,,COMMERCIAL,579.04,509.32,69.72,,0,00000000B4B2C974,1186850992,0
12415,"Safe Side Security, Inc.",1240 Commerce Ave Suite C,,Woodland,CA,95776,1240 Commerce Ave Suite C,,Woodland,CA,95776,8007947575,5306624859,,CONTRACTOR,,,,CORPORATION,,,616354,,,,,,,,"Safe Side Security, Inc.",,616354,C-10,3/31/2017,,,,,,,,,,,,,,,,jessica@safeside.com,Peter Saar,,1240,Commerce Ave Suite C,,Woodland,CA,95776,,,,,,,,,,,,,,,AME:1611140913539097,,,,FIRE PROTECTION,566.6,496.88,69.72,,0,00000000B4B2CC49,1198181793,0
12416,ERIK HOFFMAN CONSTRUCTION,53940 S RIVER ROAD,,Clarksburg,CA,95612,53940 S RIVER ROAD,,Clarksburg,CA,95612,9169192230,,,CONTRACTOR,1521,,,SOLE PROPRIETORSHIP,,,980755,,,,,,,,ERIK HOFFMAN CONSTRUCTION,,980755,B,1/31/2021,,,,,,,,,,,,,,,,eriksh1.hsc@gmail.com,ERIK HOFFMAN,,53940,S RIVER ROAD,,Clarksburg,CA,95612,,,,,,,,,,,,,,,AME:1611150931550314,,,,CONSTRUCTION,496.7,426.98,69.72,,0,00000000B4B2CCEF,1199012266,0
12426,One Up Construction,P.O. Box 464,,Loomis,CA,95650,P.O. Box 464,,Loomis,CA,95650,9164393180,,,CONTRACTOR,1541,,,CORPORATION,,,966729,,,,,,,,One Up Construction,,966729,B,10/31/2021,,,,,,,,,,,,,,,,oneupconstruction@yahoo.com,Richard VonAlvensleben,,,P.O. Box 464,,Loomis,CA,95650,,,,,,,,,,,,,,,AME:1612071106057971,,,,CONSTRUCTION,496.7,426.98,69.72,,0,00000000B4B2D055,1216077598,0
12429,CLIFF HOME SPECIALTIES,340 W WOODLAND AVE,,WOODLAND,CA,95695,340 W WOODLAND AVE,,WOODLAND,CA,95695,5305743199,,,CONTRACTOR,,,,SOLE PROPRIETORSHIP,,,909751,,,,,,,,CLIFF HOME SPECIALTIES,,909751,B,1/31/2018,,,,,,,,,,,,,,,,handymancliff@gmail.com,CLIFF SMITH,,340,W WOODLAND,AVE,WOODLAND,CA,95695,,,,,,,,,,,,,,,AME:1612130816543871,,,,CONSTRUCTION,445.04,375.32,69.72,,0,00000000B4B2D59E,1220055054,0
12432,BULLSEYE LEAK DETECTION,P O BOX 73114,,Davis,CA,95617,P O BOX 73114,,Davis,CA,95617,9167608944,,,CONTRACTOR,1711,,,CORPORATION,,,935197,,,,,,,,BULLSEYE LEAK DETECTION,,935197,C36,7/31/2021,,,,,,,,,,,,,,,,officemgr@bullseyeleak.com,DANIEL SPATZ,,,P O BOX 73114,,Davis,CA,95617,,,,,,,,,,,,,,,AME:1612150123497681,,,,PLUMBING,468.56,398.84,69.72,,0,00000000B4B34174,1223196114,0
12470,Aqua Pro Pool & Spa Service,PO BOX 1243,,Woodland,CA,95776,PO BOX 1243,,Woodland,CA,95776,5308675507,,,CONTRACTOR,7389,,,LIMITED LIABILITY CORPORATION,,,1020370,,,,,,,,Aqua Pro Pool & Spa Service,,1020370,C61/D35,11/30/2018,,,,,,,,,,,,,,,,aquaprollc@att.net,DON GAGNON,,PO BOX,1243,,Woodland,CA,95776,,,,,,,,,,,,,,,AME:1703070346548309,,,,POOL/SPA,565.6,495.88,69.72,,0,00000000B4B3AE91,1280498986,0
12623,"Anthem United Homes Construction, LP",3001 Douglas Blvd. Ste 200,,ROSEVILLE,CA,95661,"3001 Douglas Blvd, Suite 200",,ROSEVILLE,CA,95661,9169600240,,,CONTRACTOR,1521,,,PARTNERSHIP,,,CA,,,,,,,(11/17/2017 1:50 PM ANE)G B Site Dev,,,1004044,A,5/31/2021,,,,,,,,,,,,,,,,mwilliams@anthemunited.com,"Site Develpoment GP, LLC as General Partner",,3001,"Douglas Blvd, Suite 200",,ROSEVILLE,CA,95661,,,,,,,,,,,,,,,ANE:1711170149574204,,,,CONSTRUCTION,683.26,613.54,69.72,,0,00000000B4B414C0,1513888053,0
12656,"Bright Planet Solar, Inc",9767  BUSINESS PARK DRIVE STE E,,SACRAMENTO,CA,95827,9767 BUSINESS PARK DRIVE STE E,,SACRAMENTO,CA,95827,7078802115,,,CONTRACTOR,1731,,,SOLE PROPRIETORSHIP,,,CA,,,,,,,,"Bright Planet Solar, INC.",,1020761,,11/30/2022,,,,,,,,,,,,,,,,SACRAMENTOPERMITTING@brightplanetsolar.com,Stephen M Heinz,,9767,BUSINESS PARK DRIVE,STE E,SACRAMENTO,CA,95827,,,,,,,,,,,,,,,ANE:1802210351140497,,,,SOLAR/PV,426.8,357.08,69.72,,0,00000000B4B41927,1584686052,0
12659,"Triangle Properites, Inc",3500 American River Drive,,"Sacramento,",CA,95864,3500 American River Dr,,"Sacramento,",CA,95864,9164805505,,,CONTRACTOR,781,,,CORPORATION,,,1019745,,,,,,,,"Triangel Properties, Inc",,1019745,C27,10/31/2020,,,,,,,,,,,,,,,,jseri@teichert.com,Judson T. Riggs,,3500,American River Dr,,Sacramento,CA,95864,,,,,,,,,,,,,,,ANE:1803010415157263,,,,LANDSCAPING,426.8,357.08,69.72,,0,00000000B4B419B5,1591706299,0
12676,"Coldwell Solar, INC",500 Menlo Dr. St. 100,,"Rocklin,",CA,95765,500 Menlo Drive,,"Rocklin,",CA,95765,9164352900,9164359782,,CONTRACTOR,,,,LIMITED LIABILITY CORPORATION,,,,,,,,,,,"Coldwell Solar, INC.",,969149,B,1/31/2022,,,,,,,,,,,,,,,,llinnik@coldwellsolar.com,DAVID HOOD,,500,Menlo Drive,,"Rocklin,",CA,95765,,,,,,,,,,,,,,,ANE:1803161007522248,,,,SOLAR/PV,582.04,512.32,69.72,,0,00000000B4B41CE0,1604043502,0
12683,Universal Security and Fire Inc,809 W Stadium Lane,,SACRAMENTO,CA,95834,809 W Stadium Lane,,SACRAMENTO,CA,95834,9165631700,,,CONTRACTOR,7382,,,CORPORATION,,,,,,,,,,,,,967473,C10,8/31/2019,,,,,,,,,,,,,,,,rita.gonsales@usfeorp.net,Mohammed Jalilian,,809,W Stadium Lane,,SACRAMENTO,CA,95834,,,,,,,,,,,,,,,ANE:1803260216572441,,,,FIRE PROTECTION,426.8,357.08,69.72,,0,00000000B4B41E04,1611586392,0
12708,ON POINT ELECTRIC,P.O. BOX 26465,,FRESNO,CA,93729,3222 N. MARKS,,FRESNO,CA,93722,5593928676,,,CONTRACTOR,,,,CORPORATION,,,12708,,,,,,,,ON POING ELECTRIC,,1026834,C10,5/31/2019,,,,,,,,,,,,,,,,kiousonpoint@gmail.com,Nikolaus Kious,,3222,N. MARKS,,FRESNO,CA,93722,,,,,,,,,,,,,,,ANE:1804300131446545,,,,ELECTRICAL,440.24,370.52,69.72,,0,00000000B4B42042,1641625457,0
12737,GWERDER CONSTRUCTION,P.O. BOX 1502,,Woodland,CA,95776,20275 COUNTY ROAD 79,,Capay,CA,95607,5309084047,,,CONTRACTOR,1521,,,SOLE PROPRIETORSHIP,,,12737,,,,,,,,GWERDER CONSTRUCTION,,1033787,B,12/31/2021,,,,,,,,,,,,,,,,gwereder.construction@gmail.com,MATT GWERDER,,20275,COUNTY ROAD 79,,Capay,CA,95607,,,,,,,,,,,,,,,ANE:1807051137473693,,,,CONSTRUCTION,426.8,357.08,69.72,,0,00000000B4B42448,1712857931,0
12742,ACCENT CONSTRUCTION SERVICES,P.O. BOX 157,,ESPARTO,CA,95627,25761 CRAIG ST,,Esparto,CA,95627,9259803220,,,CONTRACTOR,1521,,,SOLE PROPRIETORSHIP,,,627040,,,,,,,,ACCENT CONSTRUCTION SERVICES,,627040,B,8/31/2021,,,,,,,,,,,,,,,,accentconst@gmail.com,SCOTT LEBOEUF,,25761,CRAIG ST,,Esparto,CA,95627,,,,,,,,,,,,,,,ANE:1807171124514097,,,,CONSTRUCTION,426.8,357.08,69.72,,0,00000000B4B43074,1721952614,0
12782,"TETRA TECH BAS, Inc",21700 COPLEY DR # 200,,Diamond Bar,Ca,91765,21700 COPLEY DR #200,,Diamond Bar,Ca,91765,9098607777,,,CONTRACTOR,8711,,,CORPORATION,,,572017,,,,,,,,"Tetra Tech Bas, Inc",,572017,A,6/30/2019,,,,,,,,,,,,,,,,SWW.ACCOUNTING@TETRATECH.COM,Tetra Tech Inc,,21700,COPLEY DR #200,,Diamond Bar,Ca,91765,,,,,,,,,,,,,,,ANE:1810111043178703,,,,ENGINEERING,426.8,357.08,69.72,,0,00000000B4B43F3B,1804933012,0
12791,Polvera Drywall of Riverside dba Empire,8335 MIRALANI DR,,San Diego,CA,92126,1900 PAULSON RD,,TURLOCK,CA,95380,5855301640,,,CONTRACTOR,1711,,,LIMITED LIABILITY CORPORATION,,,,,,,,,,(4/29/2021 8:37 AM ET)Empire Insulation,DBA EMPIRE INSULATION,,991212,991212,3/31/2022,,,,,,,,,,,,,,,,rgarcia@stincsd.com,River City Window & Door,,1900,PAULSON RD,,TURLOCK,CA,95380,,,,,,,,,,,,,,,ANE:1810300954572139,,,,HVAC,471.56,401.84,69.72,,0,00000000B4B44113,1849030155,0
12802,WATSON COMPANIES INC,3185 LONGVIEW DRIVE,,SACRAMENTO,CA,95821,3185 LONGVIEW DR,,SACRAMENTO,CA,95821,9164816293,,,CONTRACTOR,,,,CORPORATION,,,12802,,,,,,,,WATSON COMPANIES INC,,938330,C-39,9/30/2019,,,,,,,,,,,,,,,,ed@watsonroofing.com,GREG WATSON,,3185,LONGVIEW DR,,SACRAMENTO,CA,95821,,,,,,,,,,,,,,,ANE:1811300121035236,,,,ROOFING,378.28,308.56,69.72,,0,00000000B4B44682,1880442376,0
12801,"QUAM GENERAL ENGINEERING, INC",PO BOX 177,,Dunnigan,CA,95937,3535 ROAD 88,,Dunnigan,CA,95937,5306814994,,,CONTRACTOR,1794,,,CORPORATION,,,,,,,,,,,QUAM GENERAL ENGINEERING,,988662,A,10/31/2023,,,,,,,,,,,,,,,,jquamge@yahoo.com,JUSTIN QUAM,,3535,ROAD 88,,Dunnigan,CA,95937,,,,,,,,,,,,,,,ANE:1811300920164877,,,,CONSTRUCTION,630.56,560.84,69.72,,0,00000000B4B445D9,1880164899,0
12844,Valquez Electric,5931 Crawford Road,,Williams,CA,95987,5931 Crawford Road,,"Williams,",CA,95987,5302188470,,,CONTRACTOR,1731,,,SOLE PROPRIETORSHIP,,,,,,,,,,,Valquez Electric,,1010373,C10,1/31/2024,,,,,,,,,,,,,,,,rubenvalencia75@yahoo.com,Ruben Valencia,,5931,Crawford Road,,Williams,CA,95987,,,,,,,,,,,,,,,ANE:1902210217580771,,,,ELECTRICAL,440.24,370.52,69.72,,0,00000000B4B45E3B,1944495820,0
12856,ECLIPSE ENERGY & CONSTRUCTION,1230 Harter Ave STE B,,Woodland,CA,95776,1230 Harter Ave STE B,,Woodland,CA,95776,5303128545,,,CONTRACTOR,1711,,,CORPORATION,,,1049090,,,,,,,,Eclipse Energy & Construction,,1049090,B & C46,1/31/2021,,,,,,,,,,,,,,,,alex@eclipsesolcon.com,Alex Calderon,,1230,Harter Ave,STE B,Woodland,CA,95776,,,,,,,,,,,,,,,ANE:1903150854480658,,,,SOLAR/PV,537.28,467.56,69.72,,0,00000000B4B462F9,1963867667,0
12882,Magnolia Roofing,16696 Parker Place,,Esparto,CA,95627,16696 Parker Place,,Esparto,CA,95627,5308480642,,,CONTRACTOR,,,,SOLE PROPRIETORSHIP,,,1041027,,,,,,,,,,1041027,C39,4/30/2021,,,,,,,,,,,,,,,,magnoliaroofing1@gmail.com,Andres Alejandro Chavez Guerrero,,16696,Parker Place,,Esparto,CA,95627,,,,,,,,,,,,,,,ANE:1905020357008984,,,,ROOFING,378.28,308.56,69.72,,0,00000000B4B46B88,2004009369,0
12927,Connected Technology,2351 Sunset BLVD,Ste 170-278,Rocklin,CA,95765,2351 Sunset BLVD STE170-278,,Rocklin,CA,95765,9168241800,,,CONTRACTOR,,,,LIMITED LIABILITY CORPORATION,,,,,,,,,,,Connected Technology,,996560,"c7, c10, c20",3/31/2021,,,,,,,,,,,,,,,,office@connected-technology.com,Bill Horbably,,2351,Sunset BLVD,STE170-278,Rocklin,CA,95765,,,,,,,,,,,,,,,ANE:1907150236364284,,,,ELECTRICAL,423.04,353.32,69.72,,0,00000000B4B47863,2068617573,0
12934,Five Star Restoration & Construction,2372 Gold River,,GOLD RIVER,CA,95670,2372 Gold River Road,,GOLD RIVER,CA,95670,7074197560,,,CONTRACTOR,,,,CORPORATION,,,988872,,,,,,,,"Five Star Restoration & Construction, IN",,886276,B,10/31/2020,,,,,,,,,,,,,,,,chandra@fivestarrestoration.com,Brenda Galloon,,2372,Gold River Road,,GOLD RIVER,CA,95670,,,,,,,,,,,,,,,ANE:1907240337381535,,,,CONSTRUCTION,378.28,308.56,69.72,,0,00000000B4B47CA9,2077011826,0
12938,ENGINEERED MONITORING SYSTEMS,11290 TRADE CENTER DRIVE  SUITE A,,RANCHO CORDOVA,CA,95742,11290 TRADE CENTER DRIVE SUITE A,,RANCHO CORDOVA,CA,95742,9166380700,,,CONTRACTOR,7382,,,CORPORATION,,,,,,,,,,,,,460263,C-10,8/31/2020,,,,,,,,,,,,,,,,ap@sacems.com,Kim Jordan,,11290,TRADE CENTER DRIVE,SUITE A,RANCHO CORDOVA,CA,95742,,,,,,,,,,,,,,,ANE:1908021026590175,,,,CONSTRUCTION,378.28,308.56,69.72,,0,00000000B4B48085,2084976058,0
12945,Weston Buildings Inc,P.O. Box 1060,,"Williams,",CA,95987,P.O. Box 1060,,"Williams,",CA,95987,5304735696,,,CONTRACTOR,1521,,,CORPORATION,,,,,,,,,,,,,779990,B,12/31/2023,,,,,,,,,,,,,,,,klewis@westonbuildings.com,Kelly Lewis,,,P.O. Box 1060,,Williams,CA,95987,,,,,,,,,,,,,,,ANE:1908130124108831,,,,CONSTRUCTION,378.28,308.56,69.72,,0,00000000B4B48594,2094420836,0
13015,510 Electric LLC,37242 County Road 24,,WOODLAND,CA,95695,37242 County Road 24,,WOODLAND,CA,95695,5308670604,,,CONTRACTOR,1731,,,LIMITED LIABILITY CORPORATION,,,,,,,,,,,,,1056513,C10,8/31/2021,,,,,,,,,,,,,,,,,Marco Castillo,,37242,County Road 24,,WOODLAND,CA,95695,,,,,,,,,,,,,,,ANE:2001061038216929,,,,ELECTRICAL,329.76,260.04,69.72,,0,00000000B4B4A64D,2209913025,0
13100,Rooter Hero Plumbing,11150 Sepulveda Blvd,2nd Floor,Missiona Hills,CA,91345,7553 1/2 Auburn Blvd,,CITRUS HEIGHTS,CA,95610,5304509452,,,CONTRACTOR,1711,,,CORPORATION,,,,,,,,,,,,,1028886,"A,B,C36,C42",7/31/2021,,,,,,,,,,,,,,,,JACKIE@ROOTERHERO.COM,John Bergeron,,7553,1/2 Auburn Blvd,,CITRUS HEIGHTS,CA,95610,,,,,,,,,,,,,,,ANE:2006290310224811,,,,PLUMBING,329.76,260.04,69.72,,0,00000000B4B4B603,2312194453,0
13142,GRIMES HEATING & AIR,6210 MINERS RANCH,,OROVILLE,CA,95966,6210 MINERS RANCH,,Oroville,CA,95966,5305891272,,,CONTRACTOR,1711,,,CORPORATION,,,950254,,,,,,,,,,950254,C20B,1/31/2021,,,,,,,,,,,,,,,,info@grimesac.com,,,6210,MINERS RANCH,,OROVILLE,CA,95966,,,,,,,,,,,,,,,ANE:2009180916374609,,,,HVAC,329.76,260.04,69.72,,0,00000000B4B4BE71,2368724824,0
13152,Wizard Electric,470 BUCK AVE,,VACAVILLE,CA,95688,470 Buck Ave,,"VACAVILLE,",CA,95688,7073012627,,,CONTRACTOR,1731,,,SOLE PROPRIETORSHIP,,,392399,,,,,,,,,,392399,c-10,8/31/2022,,,,,,,,,,,,,,,,mMcmenomey@Icloud.com,,,470,Buck Ave,,"VACAVILLE,",CA,95688,,,,,,,,,,,,,,,ANE:2010010942183428,,,,ELECTRICAL,440.24,370.52,69.72,,0,00000000B4B4C0AF,2378867240,0
13172,JSCS Inc,P.O. Box 614,,Newcastle,CA,95658,P.O. Box 614,,Newcastle,CA,95658,9163033535,,,CONTRACTOR,1542,,,CORPORATION,,,634094,,,,,,,,,,634094,B,5/21/2021,,,,,,,,,,,,,,,,JEFF@JEFFSMITHCONSTRUCTION.COM,Jeff Smith,,P.O. Box,614,,Newcastle,CA,95658,,,,,,,,,,,,,,,ANE:2010280851439062,,,,CONSTRUCTION,329.76,260.04,69.72,,0,00000000B4B56EC7,2400391492,0
13187,KMM TELECOMMUNICATIONS,1900 Lakeway Dr# 100,,Lewisville,Tx,75057,1900 Lakeway Dr# 100,,Lewisville,Tx,75057,2097153664,,,OTHER,7622,,,CORPORATION,,,,,,,,,,,,,105326,B,5/31/2021,,,,,,,,,,,,,,,,lj.huante@kmmcorp.net,Katherine M. McConvey,,1900,Lakeway Dr# 100,,Lewisville,Tx,75057,,,,,,,,,,,,,,,ANE:2011181000212534,,,,,440.24,370.52,69.72,,0,00000000B4B62F6E,2414842555,0
13188,LEGACY ELECTRICAL SERVICE,21 Commerce,Suite B,Vacavile,CA,95687,21 Commerce Suite B,,"VACAVILLE,",CA,95688,7074744800,7074744799,,CONTRACTOR,1731,,,SOLE PROPRIETORSHIP,,,1058494,,,,,,,,LEGACY ELECTRICAL SERVICE,,1058494,B and C10,9/30/2021,,,,,,,,,,,,,,,,cj@legacyelectricalservice.com,Christopher R. Jones,,21,Commerce,Suite B,"VACAVILLE,",CA,95688,,,,,,,,,,,,,,,ANE:2011200944144334,,,,ELECTRICAL,281.24,211.52,69.72,,0,00000000B4B62FC4,2416512012,0
13202,Servpro of Auburn/Rocklin,1331 Aviation Blvd,Ste 120,"Lincoln,",CA,95648,1331 Aviation Blvd Ste 120,,"Lincoln,",CA,95648,9166322250,,,CONTRACTOR,2361,,,CORPORATION,,,,,,,,,,,Servpro of Auburn/Rocklin,,1049702,B,2/28/2021,,,,,,,,,,,,,,,,dan@servproauburnrocklin.com,Johm Wardlaw,,1331,Aviation Blvd,Ste 120,"Lincoln,",CA,95648,,,,,,,,,,,,,,,ANE:2101060953045766,,,,CONSTRUCTION,281.24,211.52,69.72,,0,00000000B4B6333F,2443836980,0
13209,"YUPANA, INC",4020 NELSON AVENUE,,Concord,Ca,94520,325 W Channel Rd,,BENICIA,CA,94510,9254820657,,,CONTRACTOR,1731,,,CORPORATION,,,102816,,,,,,,,"YUPANA, INC
YUPANA, INC",,1028016,B AND C10,6/30/2023,,,,,,,,,,,,,,,,travel@yupanatech.com,MUZAFFER METE DALAN,,325,W Channel Rd,,BENICIA,CA,94510,,,,,,,,,,,,,,,ANE:2101260942588826,,,,TELECOMMUNICATION,440.24,370.52,69.72,,0,00000000B4B63436,2457459829,0
13228,Love and Care Heating And Air,9912 Business Park Drive,,"Sacramento,",CA,95827,9912 Business Park Drive Suite 185,,"Sacramento,",CA,95827,8006000023,,,CONTRACTOR,1711,,,,,,,,,,,,,,LOVE AND CARE HEATING AND AIR,,1023861,c20,2/5/2022,,,,,,,,,,,,,,,,laurajohnson@energuy.com,Christopher Lee Shaw,,9912,Business Park Drive,Suite 185,"Sacramento,",CA,95827,,,,,,,,,,,,,,,ANE:2103220950237122,,,,HVAC,440.24,370.52,69.72,,0,00000000B4B636E0,2499576243,0
13230,NRG CLEAN POWER,7012 Owensmouth Ave,,CANOGA PARK,CA,91303,7012 OWENSMOUTH AVENUE,,CANOGA PARK,CA,91303,8006986627,,,CONTRACTOR,1731,,,CORPORATION,,,,,,,,,,,,,1026168,c-10,4/30/2021,,,,,,,,,,,,,,,,jekemme@visionce.com,Oren Tamir,,7012,OWENSMOUTH AVENUE,,CANOGA PARK,CA,91303,,,,,,,,,,,,,,,ANE:2103231239469225,,,,ELECTRICAL,281.24,211.52,69.72,,0,00000000B4B69543,2500375993,0
13251,Cmcontrols,2485 Davis Road,,West Sacramento,CA,95691,2485 Davis Road,,West Sacramento,CA,95691,9162407858,,,CONTRACTOR,1731,,,CORPORATION,,,13251,,,,,,,,,,847660,C-10,9/30/2022,,,,,,,,,,,,,,,,cmcontrolsinc@gmail.com,Ken Adams,,2485,Davis Road,,West Sacramento,CA,95691,,,,,,,,,,,,,,,ANE:2104261218058171,,,,ELECTRICAL,281.24,211.52,69.72,,0,00000000B4B6DF2D,2522968796,0
13341,Shane Brown Electric,16535 County Road 98,,WOODLAND,CA,95695,16535 County Road 98,,WOODLAND,CA,95695,5307238340,,,CONTRACTOR,1731,,,CORPORATION,,,1048635,,,,,,,,,,1048635,"C10, B",,,,,,,,,,,,,,,,,shanebrownelectric@gmail.com,SHANE BROWN,,16535,County Road 98,,WOODLAND,CA,95695,,,,,,,,,,,,,,,ANE:2110141026496333,,,,ELECTRICAL,281.24,211.52,69.72,,0,00000000B4B8C8D5,2668039777,0
13366,"West Coast Fire Protection Systems Co.,",342 Sacramento St.,,AUBURN,CA,95603,342 Sacramento St.,,AUBURN,CA,95603,5302835022,,,CONTRACTOR,1711,,,CORPORATION,,,624269,,,,,,,,,,624269*,C-16,8/31/2022,,,,,,,,,,,,,,,,jaymee@westcoastfire.com,Merle ralls,,342,Sacramento St.,,AUBURN,CA,95603,,,,,,,,,,,,,,,ANE:2201030946266166,,,,FIRE PROTECTION,298.44,228.72,69.72,,0,00000000B4B8D142,2719208735,0
11360,"Hooked On Solar, Inc.",2571 Warren Drive,,"Rocklin,",CA,95677,2571 Warren Drive,,"Rocklin,",CA,95677,5303203949,,5303203949,CONTRACTOR,238220,,,CORPORATION,,,11360,,,,,,,,FRALICK HOMES,22,949707,"B, C10,  C-46",6/30/2023,,,,,,,,,,,,,,,,permits@hookedonsolar.com,CHAD FRALICK,,2571,Warren Drive,,Rocklin,CA,95677,,,,,,,,,,,,,,,AT:1102041114374737,,,,SOLAR/PV,1016.16,946.44,69.72,,0,00000000B4A4E1B4,,
11361,CANDICE SCHAER,P O Box 72,,Guinda,CA,95637,7840 CR 49,,GUINDA,CA,95637,8582321005,530,,HOME OCCUPATION,7299,,,SOLE PROPRIETORSHIP,,,11361,,,,,,,"MASSAGE THERAPIST, HOLISTIC HEALTH PRACTIONER",,,STATE CERT. 906,,10/27/2017,,,,,,,,,1,,,,,,STATE CERT#906,CANDICE.SCHAER@YAHOO.COM,,,7840,CR 49,,GUINDA,CA,95637,,,,,,,,,,,,,,,AT:1102081119071737,,,,PERSONAL SERVICES,845.2,775.48,69.72,,0,00000000B4A4E427,,
11373,"RIVERCITY GEO-PROFESSIONALS, INC. dba",3050 INDUSTRIAL BLVD,,West Sacramento,CA,95691,3050 INDUSTRIAL BLVD,,West Sacramento,CA,95691,9163721434,9163722565,,NOT IN UNINCORP,8711,,,CORPORATION,,,11373,,,,,,,"(2/17/2011 8:18 AM AT)GEOTECHNICAL/ENVIRONMENTAL, CONSTRUCTION ENGINEERING","RIVERCITY GEO-PROFESSIONALS, INC. dba",5,957461,"A, C57",2/28/2023,,,,,,,,,,,,,,,,swilliams@wallace-kuhl.com,DAVID R GIUS,,3050,INDUSTRIAL BLVD,,West Sacramento,CA,95691,,,,,,,,,,,,,,,AT:1102170817421940,,,,CONTRACTOR,1131.4,1061.68,69.72,,0,00000000B4A4E514,2977142,
